2026-04-17T00:18:03+00:00 | _ | setup | ok | system_prompt_chars=1887 db=/Users/mattpacione/declarative-build/Dank-EXP-02.declarative.db
2026-04-17T00:18:18+00:00 | 05-paywall | compose | ok | elements=39 script_chars=13754 warnings=38
2026-04-17T00:18:18+00:00 | 05-paywall | render | start | 
2026-04-17T00:18:18+00:00 | 05-paywall | render | fail | errors=0 kinds=[]
2026-04-17T00:18:18+00:00 | 06-spa-minimal | parse | start | len=50
2026-04-17T00:18:21+00:00 | 06-spa-minimal | parse | ok | components=7 in_tokens=540 out_tokens=482
2026-04-17T00:18:21+00:00 | 06-spa-minimal | compose | start | components=7
2026-04-17T00:18:21+00:00 | 06-spa-minimal | compose | ok | elements=24 script_chars=8696 warnings=23
2026-04-17T00:18:21+00:00 | 06-spa-minimal | render | start | 
2026-04-17T00:18:21+00:00 | 06-spa-minimal | render | fail | errors=0 kinds=[]
2026-04-17T00:18:21+00:00 | 07-search | parse | start | len=15
2026-04-17T00:18:24+00:00 | 07-search | parse | ok | components=6 in_tokens=532 out_tokens=339
2026-04-17T00:18:24+00:00 | 07-search | compose | start | components=6
2026-04-17T00:18:24+00:00 | 07-search | compose | ok | elements=18 script_chars=6495 warnings=17
2026-04-17T00:18:24+00:00 | 07-search | render | start | 
2026-04-17T00:18:24+00:00 | 07-search | render | fail | errors=0 kinds=[]
2026-04-17T00:18:24+00:00 | 08-explicit-structure | parse | start | len=148
2026-04-17T00:18:26+00:00 | 08-explicit-structure | parse | ok | components=3 in_tokens=565 out_tokens=273
2026-04-17T00:18:26+00:00 | 08-explicit-structure | compose | start | components=3
2026-04-17T00:18:26+00:00 | 08-explicit-structure | compose | ok | elements=9 script_chars=4367 warnings=8
2026-04-17T00:18:26+00:00 | 08-explicit-structure | render | start | 
2026-04-17T00:18:26+00:00 | 08-explicit-structure | render | fail | errors=0 kinds=[]
2026-04-17T00:18:26+00:00 | 09-drawer-nav | parse | start | len=30
2026-04-17T00:18:27+00:00 | 09-drawer-nav | parse | ok | components=1 in_tokens=538 out_tokens=173
2026-04-17T00:18:27+00:00 | 09-drawer-nav | compose | start | components=1
2026-04-17T00:18:27+00:00 | 09-drawer-nav | compose | ok | elements=9 script_chars=3040 warnings=8
2026-04-17T00:18:27+00:00 | 09-drawer-nav | render | start | 
2026-04-17T00:18:28+00:00 | 09-drawer-nav | render | fail | errors=0 kinds=[]
2026-04-17T00:18:28+00:00 | 10-onboarding-carousel | parse | start | len=86
2026-04-17T00:18:31+00:00 | 10-onboarding-carousel | parse | ok | components=5 in_tokens=550 out_tokens=518
2026-04-17T00:18:31+00:00 | 10-onboarding-carousel | compose | start | components=5
2026-04-17T00:18:31+00:00 | 10-onboarding-carousel | compose | ok | elements=15 script_chars=6591 warnings=14
2026-04-17T00:18:31+00:00 | 10-onboarding-carousel | render | start | 
2026-04-17T00:18:31+00:00 | 10-onboarding-carousel | render | fail | errors=0 kinds=[]
2026-04-17T00:18:31+00:00 | 11-vague | parse | start | len=14
2026-04-17T00:18:34+00:00 | 11-vague | parse | ok | components=6 in_tokens=531 out_tokens=480
2026-04-17T00:18:34+00:00 | 11-vague | compose | start | components=6
2026-04-17T00:18:34+00:00 | 11-vague | compose | ok | elements=25 script_chars=8238 warnings=24
2026-04-17T00:18:34+00:00 | 11-vague | render | start | 
2026-04-17T00:18:34+00:00 | 11-vague | render | fail | errors=0 kinds=[]
2026-04-17T00:18:34+00:00 | 12-round-trip-test | parse | start | len=44
2026-04-17T00:18:39+00:00 | 12-round-trip-test | parse | ok | components=8 in_tokens=542 out_tokens=916
2026-04-17T00:18:39+00:00 | 12-round-trip-test | compose | start | components=8
2026-04-17T00:18:39+00:00 | 12-round-trip-test | compose | ok | elements=27 script_chars=10419 warnings=26
2026-04-17T00:18:39+00:00 | 12-round-trip-test | render | start | 
2026-04-17T00:18:39+00:00 | 12-round-trip-test | render | fail | errors=0 kinds=[]
2026-04-17T00:18:39+00:00 | _ | done | ok | count=12
2026-04-17T00:18:57+00:00 | 01-login | walk | start | 
2026-04-17T00:18:57+00:00 | 01-login | walk | ok | eids=8 root=5756:662879
2026-04-17T00:18:57+00:00 | 02-profile-settings | walk | start | 
2026-04-17T00:18:57+00:00 | 02-profile-settings | walk | ok | eids=14 root=5756:662887
2026-04-17T00:18:57+00:00 | 03-meme-feed | walk | start | 
2026-04-17T00:18:57+00:00 | 03-meme-feed | walk | ok | eids=27 root=5756:662901
2026-04-17T00:18:57+00:00 | 04-dashboard | walk | start | 
2026-04-17T00:18:57+00:00 | 04-dashboard | walk | ok | eids=14 root=5756:662928
2026-04-17T00:18:57+00:00 | 05-paywall | walk | start | 
2026-04-17T00:18:58+00:00 | 05-paywall | walk | ok | eids=39 root=5756:662942
2026-04-17T00:18:58+00:00 | 06-spa-minimal | walk | start | 
2026-04-17T00:18:58+00:00 | 06-spa-minimal | walk | ok | eids=24 root=5756:662981
2026-04-17T00:18:58+00:00 | 07-search | walk | start | 
2026-04-17T00:18:58+00:00 | 07-search | walk | ok | eids=18 root=5756:663005
2026-04-17T00:18:58+00:00 | 08-explicit-structure | walk | start | 
2026-04-17T00:18:58+00:00 | 08-explicit-structure | walk | ok | eids=9 root=5756:663023
2026-04-17T00:18:58+00:00 | 09-drawer-nav | walk | start | 
2026-04-17T00:18:58+00:00 | 09-drawer-nav | walk | ok | eids=9 root=5756:663032
2026-04-17T00:18:58+00:00 | 10-onboarding-carousel | walk | start | 
2026-04-17T00:18:59+00:00 | 10-onboarding-carousel | walk | ok | eids=15 root=5756:663041
2026-04-17T00:18:59+00:00 | 11-vague | walk | start | 
2026-04-17T00:18:59+00:00 | 11-vague | walk | ok | eids=25 root=5756:663056
2026-04-17T00:18:59+00:00 | 12-round-trip-test | walk | start | 
2026-04-17T00:18:59+00:00 | 12-round-trip-test | walk | ok | eids=27 root=5756:663081
2026-04-17T00:18:59+00:00 | _ | finalize | ok | count=12
